Image,Contrast_0,Contrast_45,Contrast_90,Contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,Entropy_0,Entropy_45,Entropy_90,Entropy_135,Mean_0,Mean_45,Mean_90,Mean_135,IDM_0,IDM_45,IDM_90,IDM_135
Alcoholic_0.png,0.2871821447339751,-0.527307518677203,0.3757202270055343,0.32861527351620345,-0.5576902164094785,-0.5576902164094785,-0.5576902164094785,-0.5576902164094785,-0.04773740457515863,-0.04773740457515863,-0.04773740457515863,-0.04773740457515863,-0.45926842536919515,-0.45926842536919515,-0.45926842536919515,-0.45926842536919515,-0.07832452542478785,-0.07832452542478785,-0.07832452542478785,-0.07832452542478785
Alcoholic_1.png,-1.7456548043772995,-1.6724616972950817,-1.1847060563675793,-1.2761789302884055,-1.2710824742423634,-1.2710824742423634,-1.2710824742423634,-1.2710824742423634,0.22640344314903785,0.22640344314903785,0.22640344314903785,0.22640344314903785,-1.8336338558384784,-1.8336338558384784,-1.8336338558384784,-1.8336338558384784,0.10696008415341687,0.10696008415341687,0.10696008415341687,0.10696008415341687
Alcoholic_10.png,-1.1111662592006117,-1.0207740606153268,0.12971851863376804,-1.276178957078015,-0.9042688961337634,-0.9042688961337634,-0.9042688961337634,-0.9042688961337634,0.3296036719883203,0.3296036719883203,0.3296036719883203,0.3296036719883203,-0.9971363625921668,-0.9971363625921668,-0.9971363625921668,-0.9971363625921668,-0.017578619006872496,-0.017578619006872496,-0.017578619006872496,-0.017578619006872496
Alcoholic_100.png,-0.6321492003710139,4.0984881962693045,2.6817603568717767,2.700223251166628,5.575218025829228,5.575218025829228,5.575218025829228,5.575218025829228,-0.8596634821321468,-0.8596634821321468,-0.8596634821321468,-0.8596634821321468,3.4437332438250197,3.4437332438250197,3.4437332438250197,3.4437332438250197,0.059382239351169874,0.059382239351169874,0.059382239351169874,0.059382239351169874
Alcoholic_101.png,-0.3397297273801765,0.9782825921681148,-1.184705838324021,1.1005191227102085,0.8662945525636484,0.8662945525636484,0.8662945525636484,0.8662945525636484,-0.11755311388717556,-0.11755311388717556,-0.11755311388717556,-0.11755311388717556,0.9880575423376212,0.9880575423376212,0.9880575423376212,0.9880575423376212,-0.036714143571954586,-0.036714143571954586,-0.036714143571954586,-0.036714143571954586
Alcoholic_102.png,1.2753812949895413,0.7530739541392518,1.0140128019049712,0.9850564789840113,0.618174267111538,0.618174267111538,0.618174267111538,0.618174267111538,-0.26484916736381264,-0.26484916736381264,-0.26484916736381264,-0.26484916736381264,0.7936460323503947,0.7936460323503947,0.7936460323503947,0.7936460323503947,-0.08958284565482756,-0.08958284565482756,-0.08958284565482756,-0.08958284565482756
Alcoholic_103.png,-1.3128819995191523,-1.5434887312614627,-0.130863893833131,-1.2761789553652603,-1.2066983808360872,-1.2066983808360872,-1.2066983808360872,-1.2066983808360872,0.26969832399502397,0.26969832399502397,0.26969832399502397,0.26969832399502397,-1.6744732487712166,-1.6744732487712166,-1.6744732487712166,-1.6744732487712166,-0.003765133541249685,-0.003765133541249685,-0.003765133541249685,-0.003765133541249685
Alcoholic_104.png,-0.3022622819119323,1.0753735945210194,-1.1847057758235304,1.1502968928339994,0.9770742072853873,0.9770742072853873,0.9770742072853873,0.9770742072853873,0.3899119609844656,0.3899119609844656,0.3899119609844656,0.3899119609844656,1.0584993791190729,1.0584993791190729,1.0584993791190729,1.0584993791190729,-0.03670890434903266,-0.03670890434903266,-0.03670890434903266,-0.03670890434903266
Alcoholic_105.png,-1.004892882935385,0.7106457216683869,-1.1847044751632438,-1.2761788290211633,0.5728125509795746,0.5728125509795746,0.5728125509795746,0.5728125509795746,3.9434590786802475,3.9434590786802475,3.9434590786802475,3.9434590786802475,0.7435064477300858,0.7435064477300858,0.7435064477300858,0.7435064477300858,0.01964913861404273,0.01964913861404273,0.01964913861404273,0.01964913861404273
Alcoholic_106.png,0.7891193067759411,0.12303815570472462,-1.1847058730535356,0.6620422306580973,-0.010334059462139222,-0.010334059462139222,-0.010334059462139222,-0.010334059462139222,-0.14748427688127128,-0.14748427688127128,-0.14748427688127128,-0.14748427688127128,0.21022341761439695,0.21022341761439695,0.21022341761439695,0.21022341761439695,-0.08518133558433927,-0.08518133558433927,-0.08518133558433927,-0.08518133558433927
Alcoholic_107.png,0.8655832269630954,0.22211027767652428,-1.1847059069484291,0.7128357047563786,0.08209130202664452,0.08209130202664452,0.08209130202664452,0.08209130202664452,-0.4958715138077351,-0.4958715138077351,-0.4958715138077351,-0.4958715138077351,0.293272386007729,0.293272386007729,0.293272386007729,0.293272386007729,-0.08551984703381989,-0.08551984703381989,-0.08551984703381989,-0.08551984703381989
Alcoholic_108.png,0.4634950709281617,-0.2988638855707495,0.4896033765907542,0.44573647300371194,-0.37716134496110254,-0.37716134496110254,-0.37716134496110254,-0.37716134496110254,0.7651638919987773,0.7651638919987773,0.7651638919987773,0.7651638919987773,-0.2179447564543011,-0.2179447564543011,-0.2179447564543011,-0.2179447564543011,-0.08105214900991568,-0.08105214900991568,-0.08105214900991568,-0.08105214900991568
Alcoholic_109.png,-1.0507982148038009,-0.8643397516486614,-1.1847058788060596,-1.2761789577468208,-0.8008207983259753,-0.8008207983259753,-0.8008207983259753,-0.8008207983259753,1.7258649494621074,1.7258649494621074,1.7258649494621074,1.7258649494621074,-0.8658504642520595,-0.8658504642520595,-0.8658504642520595,-0.8658504642520595,-0.017661983202860707,-0.017661983202860707,-0.017661983202860707,-0.017661983202860707
Alcoholic_11.png,-0.5051938089649938,0.5495084034370267,0.9125318118429013,-1.2761788128206424,0.40452914873172124,0.40452914873172124,0.40452914873172124,0.40452914873172124,-1.21441427222659,-1.21441427222659,-1.21441427222659,-1.21441427222659,0.6346407996619171,0.6346407996619171,0.6346407996619171,0.6346407996619171,-0.035223443407963816,-0.035223443407963816,-0.035223443407963816,-0.035223443407963816
